[2026-08-25T22:49:12.306Z] GET http://localhost:3000/?_rsc=bFe_VC0g8VplWXKP → 200 (453ms, ?B)
[2026-08-25T22:49:36.982Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → pending (?ms, ?B)
[2026-08-25T22:49:37.197Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (7ms, ?B)
[2026-08-25T22:49:37.197Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (7ms, ?B)
[2026-08-25T22:50:04.510Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 200 (5ms, 48754B)
[2026-08-25T22:50:04.659Z] GET http://localhost:3000/fonts/inter/InterVariable.woff2 → 304 (1ms, ?B)
[2026-08-25T22:50:04.660Z] GET http://localhost:3000/fonts/saans/SaansVF.ttf → 304 (?ms, ?B)
[2026-08-25T22:50:27.787Z] GET http://localhost:3000/ → 200 (128ms, 16891B)
[2026-08-25T22:50:27.948Z] GET http://localhost:3000/_next/static/chunks/src_app_globals_162hn9o.css → 304 (3ms, ?B)
[2026-08-25T22:50:27.948Z] GET http://localhost:3000/icon.svg → 304 (4ms, ?B)
[2026-08-25T22:50:27.948Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1di75ot._.js → 200 (8ms, ?B)
[2026-08-25T22:50:27.948Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → 200 (39ms, ?B)
[2026-08-25T22:50:27.948Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → 200 (38ms, ?B)
[2026-08-25T22:50:27.948Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 200 (32ms, ?B)
[2026-08-25T22:50:27.949Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 200 (30ms, ?B)
